timestamp,temperatura,vibracion,presion,falla
2024-01-03 13:00:00,69.07,3.52,30.48,0
2024-01-03 14:00:00,64.47,2.83,31.77,0
2024-01-03 15:00:00,64.02,2.33,33.56,0
2024-01-03 16:00:00,74.06,3.37,27.27,0
2024-01-03 17:00:00,76.78,2.9,29.9,0
2024-01-03 18:00:00,69.64,3.02,29.45,0
2024-01-03 19:00:00,75.02,3.8,30.87,0
2024-01-03 20:00:00,71.81,2.99,30.43,0
2024-01-03 21:00:00,66.77,3.14,29.29,0
2024-01-03 22:00:00,71.81,2.41,29.12,0
2024-01-03 23:00:00,77.69,2.89,27.77,0
2024-01-04 00:00:00,69.82,3.3,31.98,0
2024-01-04 01:00:00,77.82,2.22,30.92,0
2024-01-04 02:00:00,56.9,3.1,31.84,0
2024-01-04 03:00:00,74.11,3.05,29.38,0
2024-01-04 04:00:00,70.44,3.02,28.69,0
2024-01-04 05:00:00,68.5,3.52,27.84,0
2024-01-04 06:00:00,70.46,3.17,30.72,0
2024-01-04 07:00:00,60.06,3.74,27.92,0
2024-01-04 08:00:00,68.9,2.5,33.7,0
2024-01-04 09:00:00,71.79,3.07,27.38,0
2024-01-04 10:00:00,77.39,3.04,30.55,0
2024-01-04 11:00:00,67.41,2.47,33.13,0
2024-01-04 12:00:00,65.96,3.48,31.2,0
2024-01-04 13:00:00,67.49,4.16,30.35,1
2024-01-04 14:00:00,74.58,2.99,28.06,0
2024-01-04 15:00:00,71.64,3.25,27.24,0
2024-01-04 16:00:00,67.35,3.04,31.54,0
2024-01-04 17:00:00,72.57,2.64,33.01,0
2024-01-04 18:00:00,70.49,2.09,29.12,0
2024-01-04 19:00:00,74.84,2.65,27.72,0
2024-01-04 20:00:00,66.49,2.3,25.08,0
2024-01-04 21:00:00,68.36,3.85,28.04,0
2024-01-04 22:00:00,68.04,2.94,29.77,0
2024-01-04 23:00:00,62.68,2.83,33.2,0
2024-01-05 00:00:00,71.48,3.44,31.35,0
2024-01-05 01:00:00,71.31,2.44,30.61,0
2024-01-05 02:00:00,70.03,2.62,29.2,0
2024-01-05 03:00:00,68.83,3.03,28.83,0
2024-01-05 04:00:00,62.92,3.51,32.81,0
2024-01-05 05:00:00,67.9,3.25,30.4,0
2024-01-05 06:00:00,68.29,3.12,25.79,0
2024-01-05 07:00:00,65.99,3.04,28.65,0
2024-01-05 08:00:00,69.19,3.2,28.28,0
2024-01-05 09:00:00,72.02,3.1,28.91,0
2024-01-05 10:00:00,79.43,2.49,31.13,0
2024-01-05 11:00:00,70.87,3.02,29.79,0
2024-01-05 12:00:00,71.29,2.46,29.85,0
2024-01-05 13:00:00,69.63,3.04,32.63,0
2024-01-05 14:00:00,60.41,2.76,28.61,0
2024-01-05 15:00:00,69.87,4.27,33.73,1
2024-01-05 16:00:00,70.3,2.98,28.66,0
2024-01-05 17:00:00,82.32,2.3,30.18,1
2024-01-05 18:00:00,69.04,2.93,29.44,0
2024-01-05 19:00:00,71.51,3.26,30.25,0
2024-01-05 20:00:00,69.83,3.84,30.89,0
2024-01-05 21:00:00,64.16,2.71,30.87,0
2024-01-05 22:00:00,75.71,2.21,28.49,0
2024-01-05 23:00:00,73.76,3.41,27.75,0
2024-01-06 00:00:00,73.96,2.31,35.01,0
2024-01-06 01:00:00,65.45,2.78,29.03,0
2024-01-06 02:00:00,77.01,2.87,31.4,0
2024-01-06 03:00:00,62.99,2.97,26.78,0
2024-01-06 04:00:00,72.93,3.34,29.44,0
2024-01-06 05:00:00,80.95,2.66,29.75,1
2024-01-06 06:00:00,65.05,2.86,30.95,0
2024-01-06 07:00:00,67.17,2.99,24.56,0
2024-01-06 08:00:00,70.5,3.07,30.33,0
2024-01-06 09:00:00,67.48,3.05,27.7,0
2024-01-06 10:00:00,62.25,3.22,30.65,0
2024-01-06 11:00:00,70.34,3.42,27.93,0
2024-01-06 12:00:00,64.69,3.2,28.29,0
2024-01-06 13:00:00,72.37,3.23,29.45,0
2024-01-06 14:00:00,65.4,2.21,27.9,0
2024-01-06 15:00:00,77.75,3.03,29.05,0
2024-01-06 16:00:00,66.08,3.24,27.61,0
2024-01-06 17:00:00,68.39,3.36,26.33,0
2024-01-06 18:00:00,74.07,2.65,32.04,0
2024-01-06 19:00:00,63.85,2.67,27.41,0
2024-01-06 20:00:00,71.14,2.71,29.64,0
2024-01-06 21:00:00,76.54,3.27,31.51,0
2024-01-06 22:00:00,61.96,3.52,28.77,0
2024-01-06 23:00:00,70.92,2.8,28.35,0
2024-01-07 00:00:00,71.3,3.45,30.45,0
2024-01-07 01:00:00,73.91,3.06,32.24,0
2024-01-07 02:00:00,63.82,2.94,27.66,0
2024-01-07 03:00:00,63.4,2.89,29.7,0
2024-01-07 04:00:00,72.61,3.37,26.54,0
2024-01-07 05:00:00,71.48,3.16,29.21,0
2024-01-07 06:00:00,71.25,4.14,30.07,1
2024-01-07 07:00:00,71.73,2.57,28.29,0
2024-01-07 08:00:00,66.6,3.26,29.09,0
2024-01-07 09:00:00,71.16,2.74,27.18,0
2024-01-07 10:00:00,71.47,2.57,30.15,0
2024-01-07 11:00:00,66.43,2.99,32.11,0
2024-01-07 12:00:00,79.33,3.07,27.81,0
2024-01-07 13:00:00,72.37,4.46,28.75,1
2024-01-07 14:00:00,64.04,2.91,31.01,0
2024-01-07 15:00:00,73.28,2.43,32.42,0
2024-01-07 16:00:00,65.13,3.14,27.01,0
2024-01-07 17:00:00,73.94,1.96,29.66,0
2024-01-07 18:00:00,75.79,2.95,30.57,0
2024-01-07 19:00:00,65.9,3.01,29.8,0
2024-01-07 20:00:00,74.82,3.4,25.05,0
2024-01-07 21:00:00,72.06,3.49,31.0,0
2024-01-07 22:00:00,74.11,2.75,33.04,0
2024-01-07 23:00:00,79.48,2.92,30.23,0
2024-01-08 00:00:00,68.77,2.62,27.94,0
2024-01-08 01:00:00,66.23,2.44,28.97,0
2024-01-08 02:00:00,65.55,3.15,33.54,0
2024-01-08 03:00:00,65.92,2.36,31.82,0
2024-01-08 04:00:00,69.61,2.79,31.28,0
2024-01-08 05:00:00,71.71,2.5,30.71,0
2024-01-08 06:00:00,71.38,3.27,28.68,0
2024-01-08 07:00:00,74.14,3.9,29.6,0
2024-01-08 08:00:00,70.07,2.35,29.84,0
2024-01-08 09:00:00,77.27,2.07,31.1,0
2024-01-08 10:00:00,68.68,2.94,33.02,0
2024-01-08 11:00:00,83.6,3.01,32.24,1
2024-01-08 12:00:00,73.13,3.11,27.16,0
2024-01-08 13:00:00,65.71,2.78,30.45,0
2024-01-08 14:00:00,64.65,2.9,31.47,0
2024-01-08 15:00:00,72.41,3.18,31.24,0
2024-01-08 16:00:00,68.88,3.52,28.74,0
2024-01-08 17:00:00,73.57,2.02,35.83,0
2024-01-08 18:00:00,72.37,2.82,27.45,0
2024-01-08 19:00:00,69.64,3.11,27.83,0
2024-01-08 20:00:00,65.77,2.54,30.47,0
2024-01-08 21:00:00,62.43,3.87,34.23,0
2024-01-08 22:00:00,67.77,2.68,28.33,0
2024-01-08 23:00:00,74.28,2.98,29.47,0
2024-01-09 00:00:00,71.07,3.28,32.15,0
2024-01-09 01:00:00,63.77,2.7,29.96,0
2024-01-09 02:00:00,70.87,2.08,29.33,0
2024-01-09 03:00:00,71.93,2.79,31.13,0
2024-01-09 04:00:00,65.58,3.51,30.55,0
2024-01-09 05:00:00,70.77,2.83,32.06,0
2024-01-09 06:00:00,70.29,2.58,32.58,0
2024-01-09 07:00:00,64.29,3.46,30.61,0
2024-01-09 08:00:00,71.79,2.83,30.58,0
2024-01-09 09:00:00,72.8,2.74,30.43,0
2024-01-09 10:00:00,75.42,3.07,30.98,0
2024-01-09 11:00:00,75.27,3.39,30.11,0
2024-01-09 12:00:00,63.11,4.19,30.0,1
2024-01-09 13:00:00,65.31,3.41,32.39,0
2024-01-09 14:00:00,72.58,3.58,33.03,0
2024-01-09 15:00:00,72.57,2.75,26.98,0
2024-01-09 16:00:00,72.58,2.49,30.02,0
2024-01-09 17:00:00,89.26,3.03,28.62,1
2024-01-09 18:00:00,72.85,3.05,29.38,0
2024-01-09 19:00:00,75.68,2.46,30.81,0
2024-01-09 20:00:00,74.77,2.91,31.34,0
2024-01-09 21:00:00,73.26,3.2,29.78,0
2024-01-09 22:00:00,68.42,3.18,26.17,0
2024-01-09 23:00:00,73.79,3.25,28.07,0
2024-01-10 00:00:00,66.14,3.15,31.79,0
2024-01-10 01:00:00,68.82,2.75,24.52,0
2024-01-10 02:00:00,67.57,2.74,32.37,0
2024-01-10 03:00:00,70.41,2.4,31.04,0
2024-01-10 04:00:00,81.57,3.89,32.63,1
2024-01-10 05:00:00,60.66,3.01,29.6,0
2024-01-10 06:00:00,73.43,2.89,25.88,0
2024-01-10 07:00:00,61.94,2.54,30.86,0
2024-01-10 08:00:00,67.64,4.47,32.55,1
2024-01-10 09:00:00,75.44,2.46,31.85,0
2024-01-10 10:00:00,70.32,2.79,28.67,0
2024-01-10 11:00:00,64.61,3.21,30.17,0
2024-01-10 12:00:00,66.42,3.3,28.93,0
2024-01-10 13:00:00,73.4,3.48,28.36,0
2024-01-10 14:00:00,66.35,3.9,31.91,0
2024-01-10 15:00:00,71.08,3.25,27.6,0
2024-01-10 16:00:00,70.23,2.47,28.21,0
2024-01-10 17:00:00,66.74,2.87,27.79,0
2024-01-10 18:00:00,80.72,3.15,27.02,1
2024-01-10 19:00:00,73.17,4.03,30.29,1
2024-01-10 20:00:00,59.87,2.3,32.32,0
2024-01-10 21:00:00,70.93,3.6,29.63,0
2024-01-10 22:00:00,66.69,3.09,26.99,0
2024-01-10 23:00:00,74.26,3.42,31.68,0
2024-01-11 00:00:00,66.04,2.95,33.37,0
2024-01-11 01:00:00,69.43,2.58,28.71,0
2024-01-11 02:00:00,72.52,3.38,29.04,0
2024-01-11 03:00:00,74.33,3.33,31.03,0
2024-01-11 04:00:00,64.0,3.49,33.24,0
2024-01-11 05:00:00,68.33,2.99,28.96,0
2024-01-11 06:00:00,67.63,2.7,27.34,0
2024-01-11 07:00:00,66.73,2.22,31.26,0
2024-01-11 08:00:00,78.83,3.41,31.6,0
2024-01-11 09:00:00,72.02,3.21,30.01,0
2024-01-11 10:00:00,63.7,2.52,28.88,0
2024-01-11 11:00:00,74.59,2.73,31.99,0
2024-01-11 12:00:00,80.61,2.77,31.06,1
2024-01-11 13:00:00,75.16,2.26,28.46,0
2024-01-11 14:00:00,62.4,2.59,30.1,0
2024-01-11 15:00:00,67.58,2.43,27.3,0
2024-01-11 16:00:00,76.33,2.79,31.37,0
2024-01-11 17:00:00,66.46,2.63,29.48,0
2024-01-11 18:00:00,72.22,2.19,29.13,0
2024-01-11 19:00:00,73.87,4.01,29.93,1
2024-01-11 20:00:00,65.37,3.63,30.08,0
2024-01-11 21:00:00,69.7,2.61,31.79,0
2024-01-11 22:00:00,53.79,3.14,31.18,0
2024-01-11 23:00:00,64.88,3.21,29.69,0
2024-01-12 00:00:00,68.74,3.6,31.53,0
2024-01-12 01:00:00,63.76,2.59,30.8,0
2024-01-12 02:00:00,78.16,3.55,29.15,0
2024-01-12 03:00:00,62.85,2.73,29.75,0
2024-01-12 04:00:00,67.8,2.33,29.7,0
2024-01-12 05:00:00,70.65,3.36,31.01,0
2024-01-12 06:00:00,77.21,3.65,29.27,0
2024-01-12 07:00:00,62.82,4.29,29.22,1
2024-01-12 08:00:00,75.82,2.4,33.94,0
2024-01-12 09:00:00,70.05,3.35,31.88,0
2024-01-12 10:00:00,65.09,2.8,28.48,0
2024-01-12 11:00:00,72.31,3.39,31.14,0
2024-01-12 12:00:00,71.0,2.26,30.24,0
2024-01-12 13:00:00,67.0,2.37,30.78,0
2024-01-12 14:00:00,70.35,2.61,30.27,0
2024-01-12 15:00:00,68.07,3.04,32.38,0
2024-01-12 16:00:00,70.57,2.68,30.69,0
2024-01-12 17:00:00,73.31,3.33,29.88,0
2024-01-12 18:00:00,77.93,3.51,32.08,0
2024-01-12 19:00:00,63.81,3.3,30.47,0
2024-01-12 20:00:00,80.67,3.81,30.24,1
2024-01-12 21:00:00,60.24,3.21,30.63,0
2024-01-12 22:00:00,69.24,2.39,29.81,0
2024-01-12 23:00:00,72.94,3.68,30.02,0
2024-01-13 00:00:00,71.4,2.7,28.83,0
2024-01-13 01:00:00,66.89,3.46,28.5,0
2024-01-13 02:00:00,68.96,3.79,28.0,0
2024-01-13 03:00:00,67.53,3.23,27.22,0
2024-01-13 04:00:00,67.05,2.25,28.24,0
2024-01-13 05:00:00,74.25,2.54,29.65,0
2024-01-13 06:00:00,71.79,3.66,30.21,0
2024-01-13 07:00:00,66.54,2.92,29.46,0
2024-01-13 08:00:00,74.5,3.04,25.29,0
2024-01-13 09:00:00,71.54,3.38,33.15,0
2024-01-13 10:00:00,74.06,3.35,32.17,0
2024-01-13 11:00:00,73.15,3.14,30.89,0
2024-01-13 12:00:00,65.86,2.9,33.81,0
2024-01-13 13:00:00,67.2,2.84,28.05,0
2024-01-13 14:00:00,73.74,3.43,33.78,0
2024-01-13 15:00:00,73.05,3.28,28.07,0
2024-01-13 16:00:00,69.9,2.87,30.48,0
2024-01-13 17:00:00,70.59,3.54,27.45,0
2024-01-13 18:00:00,76.39,2.94,30.03,0
2024-01-13 19:00:00,67.04,2.57,30.77,0
2024-01-13 20:00:00,72.74,2.62,29.69,0
2024-01-13 21:00:00,68.99,2.51,31.43,0
2024-01-13 22:00:00,68.91,2.86,30.2,0
2024-01-13 23:00:00,75.49,3.62,28.96,0
2024-01-14 00:00:00,74.13,2.6,28.87,0
2024-01-14 01:00:00,74.07,3.09,31.62,0
2024-01-14 02:00:00,76.53,2.67,28.69,0
2024-01-14 03:00:00,70.11,2.87,31.83,0
2024-01-14 04:00:00,73.41,2.24,32.45,0
2024-01-14 05:00:00,68.45,2.89,26.66,0
2024-01-14 06:00:00,71.62,2.9,32.27,0
2024-01-14 07:00:00,69.35,3.27,34.12,0
2024-01-14 08:00:00,70.48,3.11,30.5,0
2024-01-14 09:00:00,72.98,2.4,31.2,0
2024-01-14 10:00:00,65.91,3.54,32.07,0
2024-01-14 11:00:00,80.46,3.11,29.45,1
2024-01-14 12:00:00,64.97,3.1,30.36,0
2024-01-14 13:00:00,63.93,3.0,27.37,0
2024-01-14 14:00:00,75.79,2.74,30.28,0
2024-01-14 15:00:00,73.96,3.11,31.0,0
2024-01-14 16:00:00,73.12,3.24,31.03,0
2024-01-14 17:00:00,73.14,2.13,32.13,0
2024-01-14 18:00:00,69.94,2.73,28.45,0
2024-01-14 19:00:00,65.51,2.87,28.93,0
2024-01-14 20:00:00,70.38,3.13,33.79,0
2024-01-14 21:00:00,66.61,3.6,29.7,0
2024-01-14 22:00:00,74.88,2.61,30.4,0
2024-01-14 23:00:00,69.26,2.75,29.87,0
2024-01-15 00:00:00,65.87,2.74,28.36,0
2024-01-15 01:00:00,68.39,2.6,33.25,0
2024-01-15 02:00:00,72.06,2.83,28.94,0
2024-01-15 03:00:00,67.18,3.39,27.75,0
2024-01-15 04:00:00,65.89,2.47,29.1,0
2024-01-15 05:00:00,71.22,3.21,26.0,0
2024-01-15 06:00:00,71.22,2.15,28.7,0
2024-01-15 07:00:00,67.47,2.72,28.06,0
2024-01-15 08:00:00,67.64,2.84,31.23,0
2024-01-15 09:00:00,71.16,3.84,28.65,0
2024-01-15 10:00:00,62.76,2.86,31.78,0
2024-01-15 11:00:00,62.96,1.9,32.8,0
2024-01-15 12:00:00,66.41,2.0,31.56,0
2024-01-15 13:00:00,68.93,3.02,29.57,0
2024-01-15 14:00:00,71.55,3.31,30.28,0
2024-01-15 15:00:00,77.38,3.19,26.95,0
2024-01-15 16:00:00,74.29,3.08,29.73,0
2024-01-15 17:00:00,69.2,3.58,28.28,0
2024-01-15 18:00:00,69.9,2.73,31.39,0
2024-01-15 19:00:00,64.99,3.45,35.15,0
2024-01-15 20:00:00,69.91,2.18,31.0,0
2024-01-15 21:00:00,68.56,2.55,26.02,0
2024-01-15 22:00:00,71.61,2.1,29.28,0
2024-01-15 23:00:00,65.86,2.86,30.24,0
2024-01-16 00:00:00,72.6,2.98,30.17,0
2024-01-16 01:00:00,77.66,3.06,28.54,0
2024-01-16 02:00:00,69.46,3.03,30.49,0
2024-01-16 03:00:00,72.01,2.54,27.51,0
2024-01-16 04:00:00,73.45,2.9,28.11,0
2024-01-16 05:00:00,67.99,2.25,31.29,0
2024-01-16 06:00:00,71.12,3.68,27.97,0
2024-01-16 07:00:00,70.06,2.85,31.08,0
2024-01-16 08:00:00,70.49,2.76,27.26,0
2024-01-16 09:00:00,66.13,3.79,33.53,0
2024-01-16 10:00:00,70.12,2.38,28.45,0
2024-01-16 11:00:00,72.49,2.44,29.55,0
2024-01-16 12:00:00,77.26,2.45,30.66,0
2024-01-16 13:00:00,74.8,2.97,28.87,0
2024-01-16 14:00:00,80.77,3.22,30.29,1
2024-01-16 15:00:00,66.16,3.37,31.15,0
2024-01-16 16:00:00,74.36,4.29,31.92,1
2024-01-16 17:00:00,70.92,1.88,31.58,0
2024-01-16 18:00:00,80.95,3.3,29.66,1
2024-01-16 19:00:00,65.96,2.72,29.71,0
2024-01-16 20:00:00,65.8,2.71,34.7,0
2024-01-16 21:00:00,67.0,2.69,31.9,0
2024-01-16 22:00:00,59.38,2.55,28.16,0
2024-01-16 23:00:00,67.37,3.84,30.2,0
2024-01-17 00:00:00,66.2,3.42,29.33,0
2024-01-17 01:00:00,70.75,3.01,29.73,0
2024-01-17 02:00:00,71.71,3.68,27.54,0
2024-01-17 03:00:00,79.38,2.24,29.18,0
2024-01-17 04:00:00,74.75,2.33,33.62,0
2024-01-17 05:00:00,67.12,1.91,31.16,0
2024-01-17 06:00:00,65.51,2.65,25.02,0
2024-01-17 07:00:00,72.46,3.08,32.43,0
2024-01-17 08:00:00,63.4,3.05,32.18,0
2024-01-17 09:00:00,79.16,3.07,29.28,0
2024-01-17 10:00:00,75.9,2.29,31.43,0
2024-01-17 11:00:00,67.65,3.4,28.28,0
2024-01-17 12:00:00,61.43,3.12,29.06,0
2024-01-17 13:00:00,76.77,3.37,33.0,0
2024-01-17 14:00:00,69.43,2.05,29.46,0
2024-01-17 15:00:00,76.19,3.16,26.26,0
2024-01-17 16:00:00,62.03,2.41,29.87,0
2024-01-17 17:00:00,67.0,2.8,29.84,0
2024-01-17 18:00:00,70.03,3.27,32.4,0
2024-01-17 19:00:00,70.23,3.05,30.03,0
2024-01-17 20:00:00,67.75,2.57,29.16,0
2024-01-17 21:00:00,73.11,3.0,32.09,0
2024-01-17 22:00:00,64.66,2.23,30.24,0
2024-01-17 23:00:00,69.29,3.58,28.5,0
2024-01-18 00:00:00,70.6,2.9,32.31,0
2024-01-18 01:00:00,72.57,3.56,30.39,0
2024-01-18 02:00:00,73.56,2.74,30.01,0
2024-01-18 03:00:00,64.38,2.74,30.36,0
2024-01-18 04:00:00,62.33,2.62,27.86,0
2024-01-18 05:00:00,76.39,3.44,28.94,0
2024-01-18 06:00:00,71.66,2.65,30.01,0
2024-01-18 07:00:00,66.26,3.32,29.61,0
2024-01-18 08:00:00,77.76,2.81,32.54,0
2024-01-18 09:00:00,70.58,2.01,30.43,0
2024-01-18 10:00:00,75.9,2.71,31.71,0
2024-01-18 11:00:00,70.34,2.41,30.02,0
2024-01-18 12:00:00,80.3,3.02,32.11,1
2024-01-18 13:00:00,78.78,2.4,30.8,0
2024-01-18 14:00:00,68.76,3.46,30.03,0
2024-01-18 15:00:00,74.86,2.95,29.97,0
2024-01-18 16:00:00,73.23,2.91,28.09,0
2024-01-18 17:00:00,76.84,3.33,31.01,0
2024-01-18 18:00:00,65.18,3.48,29.92,0
2024-01-18 19:00:00,73.43,2.99,29.0,0
2024-01-18 20:00:00,75.29,2.61,32.21,0
2024-01-18 21:00:00,61.21,2.11,27.5,0
2024-01-18 22:00:00,64.08,2.66,29.16,0
2024-01-18 23:00:00,59.8,2.69,32.06,0
2024-01-19 00:00:00,68.65,3.05,30.63,0
2024-01-19 01:00:00,73.59,2.83,29.9,0
2024-01-19 02:00:00,77.51,3.34,30.5,0
2024-01-19 03:00:00,70.37,2.69,30.36,0
2024-01-19 04:00:00,78.14,2.97,26.97,0
2024-01-19 05:00:00,63.1,3.59,29.3,0
2024-01-19 06:00:00,61.48,3.17,33.23,0
2024-01-19 07:00:00,69.72,2.97,28.68,0
2024-01-19 08:00:00,71.92,2.7,29.36,0
2024-01-19 09:00:00,69.84,2.68,28.92,0
2024-01-19 10:00:00,59.66,2.57,29.83,0
2024-01-19 11:00:00,69.55,2.73,28.83,0
2024-01-19 12:00:00,63.48,3.38,30.97,0
2024-01-19 13:00:00,73.35,2.89,30.39,0
2024-01-19 14:00:00,71.83,2.33,31.55,0
2024-01-19 15:00:00,65.3,3.88,27.9,0
2024-01-19 16:00:00,67.43,3.16,29.32,0
2024-01-19 17:00:00,64.7,2.3,29.55,0
2024-01-19 18:00:00,69.69,2.78,30.91,0
2024-01-19 19:00:00,74.78,3.06,28.41,0
2024-01-19 20:00:00,65.07,3.85,31.83,0
2024-01-19 21:00:00,72.52,2.45,32.37,0
2024-01-19 22:00:00,67.35,3.49,28.02,0
2024-01-19 23:00:00,66.04,3.7,29.02,0
2024-01-20 00:00:00,69.46,2.69,28.94,0
2024-01-20 01:00:00,64.82,2.86,35.26,0
2024-01-20 02:00:00,67.23,2.48,29.14,0
2024-01-20 03:00:00,64.01,2.9,33.36,0
2024-01-20 04:00:00,79.82,2.98,27.47,0
2024-01-20 05:00:00,70.18,3.33,28.02,0
2024-01-20 06:00:00,66.5,3.55,28.63,0
2024-01-20 07:00:00,71.07,2.63,28.31,0
2024-01-20 08:00:00,69.44,2.02,29.46,0
2024-01-20 09:00:00,68.9,2.99,28.58,0
2024-01-20 10:00:00,73.07,3.15,28.36,0
2024-01-20 11:00:00,73.79,3.12,32.32,0
2024-01-20 12:00:00,67.35,2.84,32.45,0
2024-01-20 13:00:00,67.12,3.06,31.9,0
2024-01-20 14:00:00,68.62,3.76,31.05,0
2024-01-20 15:00:00,58.49,3.19,30.19,0
2024-01-20 16:00:00,62.42,2.81,29.01,0
2024-01-20 17:00:00,76.83,2.75,28.09,0
2024-01-20 18:00:00,78.22,2.92,30.73,0
2024-01-20 19:00:00,68.75,3.82,27.65,0
2024-01-20 20:00:00,72.88,2.91,28.01,0
2024-01-20 21:00:00,71.56,2.99,32.31,0
2024-01-20 22:00:00,85.39,2.76,33.8,1
2024-01-20 23:00:00,75.6,3.55,30.79,0
2024-01-21 00:00:00,69.36,3.98,32.21,0
2024-01-21 01:00:00,65.22,3.23,29.51,0
2024-01-21 02:00:00,61.97,3.04,27.32,0
2024-01-21 03:00:00,71.02,3.02,31.22,0
2024-01-21 04:00:00,66.22,1.81,31.14,0
2024-01-21 05:00:00,62.89,3.37,30.14,0
2024-01-21 06:00:00,66.77,3.07,29.52,0
2024-01-21 07:00:00,64.59,3.21,31.92,0
2024-01-21 08:00:00,78.44,2.64,28.03,0
2024-01-21 09:00:00,74.41,2.81,28.45,0
2024-01-21 10:00:00,69.96,2.79,27.98,0
2024-01-21 11:00:00,77.4,3.51,30.17,0
2024-01-21 12:00:00,70.39,2.81,27.82,0
2024-01-21 13:00:00,65.69,4.04,28.63,1
2024-01-21 14:00:00,77.62,3.22,28.59,0
2024-01-21 15:00:00,72.69,2.36,29.48,0
2024-01-21 16:00:00,64.81,2.94,27.03,0
2024-01-21 17:00:00,69.05,2.67,30.17,0
2024-01-21 18:00:00,65.62,1.9,32.49,0
2024-01-21 19:00:00,63.09,3.8,30.27,0
2024-01-21 20:00:00,74.63,3.35,33.08,0
2024-01-21 21:00:00,79.55,3.27,32.67,0
2024-01-21 22:00:00,63.01,3.08,31.56,0
2024-01-21 23:00:00,72.81,2.31,30.15,0
2024-01-22 00:00:00,66.75,2.76,30.05,0
2024-01-22 01:00:00,67.56,3.42,31.53,0
2024-01-22 02:00:00,67.04,2.47,29.22,0
2024-01-22 03:00:00,65.68,1.73,26.23,0
2024-01-22 04:00:00,70.24,2.89,30.98,0
2024-01-22 05:00:00,65.85,2.93,27.74,0
2024-01-22 06:00:00,71.35,3.07,28.08,0
2024-01-22 07:00:00,69.75,3.36,30.0,0
2024-01-22 08:00:00,68.81,3.32,29.81,0
2024-01-22 09:00:00,65.46,3.13,27.18,0
2024-01-22 10:00:00,67.12,3.6,30.33,0
2024-01-22 11:00:00,73.78,2.24,31.93,0
